Institution Name;English Institution Name;Country Code;Institution Category - English;Name of the city;Geographic coordinates - latitude;Geographic coordinates - longitude;Total students enrolled ISCED 5-7
Fachhochschule Nordwestschweiz;University of Applied Sciences and Arts Northwestern Switzerland;CH;University of Applied Sciences;Windisch;47,476722;8,217699;13136
Hochschule Luzern;Lucerne University of Applied Sciences and Arts;CH;University of Applied Sciences;Luzern;47,046667;8,314852;6956
Scuola Universitaria Professionale della Svizzera italiana;University of Applied Sciences and Arts of Southern Switzerland;CH;University of Applied Sciences;Manno;46,031166;8,924398;5221
Fachhochschule Ostschweiz;University of Applied Sciences of Eastern Switzerland;CH;University of Applied Sciences;Sankt Gallen;47,420784;9,36355;5774
Züricher Fachhochschule;Zurich University of Applied Sciences;CH;University of Applied Sciences;Winterthur;47,499913;8,720522;21310
Kalaidos Fachhochschule;Kalaidos University of Applied Sciences;CH;University of Applied Sciences;Zürich;47,415475;8,543575;2105
Haute école pédagogique du Canton de Vaud;Vaud University of Teacher Education;CH;Teacher training university;Lausanne;46,512857;6,621594;1982
Haute école pédagogique du Valais;Valais University of Teacher Education;CH;Teacher training university;Saint-Maurice;46,215589;7,005484;452
Haute école pédagogique du Canton de Fribourg;Fribourg University of Teacher Education;CH;Teacher training university;Fribourg;46,811177;7,159208;413
Haute école pédagogique BEJUNE;University of teacher Education of Bern, Jura and Fribourg;CH;Teacher training university;Delémont;47,362533;7,352284;629
Pädagogische Hochschule Bern;Bern University of Teacher education;CH;Teacher training university;Bern;46,952239;7,42268;2421
Interkantonale Hochschule für Heilpädagogik;Zurich inter-cantonal university of applied sciences for special needs education;CH;Teacher training university;Zürich;47,403215;8,547119;1184
Pädagogische Hochschule St.Gallen;University of Teacher Education St. Gallen;CH;Teacher training university;Sankt Gallen;47,430364;9,382454;1169
Pädagogische Hochschule Thurgau;University of Teacher Education Thurgau;CH;Teacher training university;Kreuzlingen;47,640062;9,16036;748
Pädagogische Hochschule Schaffhausen;Schaffhausen University of Teacher Education;CH;Teacher training university;Schaffhausen;47,707398;8,645286;184
Pädagogische Hochschule Graubünden;Grisons University of Teacher Education;CH;Teacher training university;Chur;46,866984;9,536721;442
Eidgenössisches Hochschulinstitut für Berufsbildung;Swiss Federal Institute for Vocational Education and Training (SFIVET);CH;Teacher training university;Zollikofen;46,995766;7,460524;512
Universitäre Fernstudien Schweiz;Swiss Distance Education University;CH;Other University Institution;Brig;46,317939;7,983149;1390
Pädagogische Hochschule Luzern;Luzern University of Teacher Education;CH;Teacher training university;Luzern;47,051045;8,302332;2197
Pädagogische Hochschule Schwyz;Schwyz University of Teacher Education;CH;Teacher training university;Goldau;47,045054;8,553235;366
Pädagogische Hochschule Zug;Zug University of Teacher Education;CH;Teacher training university;Zug;47,162181;8,518755;348
Πανεπιστήμιο Κύπρου;University of Cyprus;CY;University;Nicosia;35,148117;33,413003;6106
Ανοικτό Πανεπιστήμιο Κύπρου;Open University of Cyprus;CY;University;Latsia;35,113244;33,377391;4665
Τεχνολογικό Πανεπιστήμιο Κύπρου;Cyprus University of Technology;CY;University;Limassol;34,675311;33,044416;2552
Πανεπιστήμιο Λευκωσίας;University of Nicosia;CY;University;Nicosia;35,165796;33,314428;10353
Πανεπιστήμιο Frederick;Frederick University;CY;University;Nicosia;35,179472;33,380417;3516
Ευρωπαϊκό Πανεπιστήμιο Κύπρου;European University - Cyprus;CY;University;Nicosia;35,159488;33,339403;5101
Ανώτερου Ξενοδοχειακού Ινστιτούτου Κύπρου;Higher Hotel Institute of Cyprus;CY;Non-University Institutions of Tertiary Education;Nicosia;35,15496;33,380586;261
Αστυνομική Ακαδημία Κύπρου;The Cyprus Police Academy;CY;Non-University Institutions of Tertiary Education;Nicosia;35,145602;33,377007;0
American College;American College;CY;Non-University Institutions of Tertiary Education;Nicosia;35,169736;33,359925;1140
Casa College;Casa College;CY;Non-University Institutions of Tertiary Education;Nicosia;35,196351;33,359827;550
C.D.A. College;C.D.A. College;CY;Non-University Institutions of Tertiary Education;Nicosia;34,70086;33,007562;1017
College of Tourism and Hotel Management;College of Tourism and Hotel Management;CY;Non-University Institutions of Tertiary Education;Nicosia;35,171026;33,361585;518
Cyprus College;Cyprus College;CY;Non-University Institutions of Tertiary Education;Nicosia;35,159699;33,339409;700
Cyprus International Institute of Management;Cyprus International Institute of Management;CY;Non-University Institutions of Tertiary Education;Nicosia;35,153328;33,383119;263
Global College;Global College;CY;Non-University Institutions of Tertiary Education;Nicosia;35,130964;33,325681;1100
Intercollege;Intercollege;CY;Non-University Institutions of Tertiary Education;Nicosia;35,16502;33,322571;284
KES College;KES College;CY;Non-University Institutions of Tertiary Education;Nicosia;35,167076;33,371407;397
Internapa College;Internapa College;CY;Non-University Institutions of Tertiary Education;Famagusta;35,029123;33,951757;300
The CTL Eurocollege;The CTL Eurocollege;CY;Non-University Institutions of Tertiary Education;Limassol;34,696705;33,033142;494
The Philips College;The Philips College;CY;Non-University Institutions of Tertiary Education;Nicosia;35,156406;33,365489;483
Ledra College;Ledra College;CY;Non-University Institutions of Tertiary Education;Nicosia;35,146823;33,35485;224
Πανεπιστημιο Νεαπολης;Neapolis University;CY;University;Paphos;34,74927;32,427061;1435
The Cyprus Institute;The Cyprus Institute;CY;Non-University Institutions of Tertiary Education;Nicosia;35,140909;33,381263;a
Cyprus School of Molecular Medicine-The Cyprus Institute of Neurology and Genetics;Cyprus School of Molecular Medicine-The Cyprus Institute of Neurology and Genetics;CY;Non-University Institutions of Tertiary Education;Nicosia;35,168397;33,314351;25
University of Central Lancashire - Cyprus;University of Central Lancashire - Cyprus;CY;University;Larnaca;35,008035;33,696405;654
City Unity College Nicosia;City Unity College Nicosia;CY;Non-University Institutions of Tertiary Education;Nicosia;35,162291;33,345268;328
Akademie múzických umění v Praze;Academy of Performing Arts in Prague;CZ;university;Praha;50,087554;14,402133;1244
Akademie výtvarných umění v Praze;Academy of Fine Arts in Prague;CZ;university;Praha;50,102709;14,42457;292
Česká zemědělská univerzita v Praze;Czech University of Life Sciences, Prague;CZ;university;Praha;50,0130008;14,373428;18504
České vysoké učení technické v Praze;Czech Technical University in Prague;CZ;university;Praha;50,101761;14,390674;17248
Janáčkova akademie múzických umění v Brně;Janáček Academy of Music and Performing Arts in Brno;CZ;university;Brno;49,196166;16,610353;653
Jihočeská univerzita v Českých Budějovicích;University of South Bohemia in České Budějovice;CZ;university;České Budějovice;48,97729;14,447943;9541
Masarykova univerzita;Masaryk University;CZ;university;Brno;49,198557;16,605075;29197
Mendelova univerzita v Brně;Mendel University in Brno;CZ;university;Brno;49,209922;16,616183;8736
Ostravská univerzita;University of Ostrava;CZ;university;Ostrava;49,838256;18,290743;8256
Slezská univerzita v Opavě;Silesian University in Opava;CZ;university;Opava;49,938837;17,898106;4844
Technická univerzita v Liberci;Technical University of Liberec;CZ;university;Liberec;50,773133;15,074711;5865
Univerzita Hradec Králové;University of Hradec Králové;CZ;university;Hradec Králové;50,208964;15,830452;6394
Univerzita J. E. Purkyně v Ústí nad Labem;University of J. E. Purkyně in Ústí nad Labem;CZ;university;Ústí nad Labem;50,665497;14,025494;7760
Univerzita Karlova;Charles University;CZ;university;Praha;50,08712;14,423489;39786
Univerzita Palackého v Olomouci;Palacký University, Olomouc;CZ;university;Olomouc;49,595138;17,259239;18773
Univerzita Pardubice;University of Pardubice;CZ;university;Pardubice;50,048183;15,769381;7242
Univerzita Tomáše Bati ve Zlíně;Tomas Bata University in Zlín;CZ;university;Zlín;49,222878;17,667008;8583
Veterinární a farmaceutická univerzita Brno;University of Veterinary and Pharmaceutical Sciences, Brno;CZ;university;Brno;49,217798;16,59783;2695
Vysoká škola báňská - Technická univerzita Ostrava;VŠB – Technical University of Ostrava;CZ;university;Ostrava;49,830796;18,162868;13031
Vysoká škola ekonomická v Praze;University of Economics, Prague;CZ;university;Praha;50,08421;14,441195;14215
Vysoká škola chemicko-technologická v Praze;University of Chemistry and Technology, Prague;CZ;university;Praha;50,103386;14,389883;3253
Vysoká škola polytechnická Jihlava;College of Polytechnics, Jihlava;CZ;non-university;Jihlava;49,398922;15,582465;2185
Vysoká škola technická a ekonomická v Českých Budějovicích;Institute of Technology and Business in České Budějovice;CZ;non-university;České Budejovice;48,996191;14,493984;3900
Vysoká škola umělecko-průmyslová v Praze;Academy of Arts, Architecture and Design in Prague;CZ;university;Praha;50,088705;14,414923;452
Vysoké učení technické v Brně;Brno University of Technology;CZ;university;Brno;49,201645;16,603354;18356
Západočeská univerzita v Plzni;University of West Bohemia in Pilsen;CZ;university;Plzeň;49,723687;13,351566;10304
Bankovní institut vysoká škola, a.s.;Banking Institute/College of Business;CZ;non-university;Praha;50,05306;14,332966;543
Evropský polytechnický institut, s.r.o.;European Polytechnical Institute, Ltd. – Kunovice Campus;CZ;non-university;Kunovice;49,02883;17,469298;196
Vysoká škola hotelová v Praze 8, s.r.o.;Institute of Hospitality Management in Prague 8, Ltd.;CZ;non-university;Praha;50,135853;14,422608;1332
ŠKODA AUTO VYSOKÁ ŠKOLA o.p.s.;Škoda Auto University;CZ;non-university;Mladá Bolesav;50,413425;14,908438;1027
Soukromá vysoká škola ekonomických studií, s.r.o.;Private College of Economic Studies, Ltd.;CZ;non-university;Praha;50,109175;14,467419;218
Vysoká škola obchodní v Praze, o.p.s.;College of Business in Prague;CZ;non-university;Praha;50,024711;14,380944;2500
Akademie STING, o.p.s.;STING Academy, Brno;CZ;non-university;Brno;49,207918;16,546308;514
Metropolitní univerzita v Praze, o.p.s.;Metropolitan University, Prague;CZ;university;Praha;50,075538;14,4378;4541
Univerzita Jana Amose Komenského Praha, s.r.o.;Jan Amos Komensky University, Prague;CZ;university;Praha;50,087746;14,470872;2577
Vysoká škola Karla Engliše v Brně, a.s.;Karel Englis College, Brno;CZ;non-university;Brno;49,20277;16,598954;398
Anglo-americká vysoká škola, z.ú.;Anglo-American University;CZ;non-university;Praha;50,086623;14,396902;514
Pražská vysoká škola psychosociálních studií, s.r.o.;Prague College of Psychosocial Studies;CZ;non-university;Praha;50,021146;14,520295;400
Vysoká škola aplikovaného práva, s.r.o.;University of Applied Law s.r.o, Prague;CZ;non-university;Praha;50,021146;14,520295;s
Vysoká škola ekonomie a managementu, o.p.s.;University of Economics and Management;CZ;non-university;Praha;50,054781;14,358335;2246
University of New York in Prague, s.r.o.;University of New York in Prague, s.r.o.;CZ;non-university;Praha;50,07648;14,435613;521
Vysoká škola mezinárodních a veřejných vztahů Praha, o.p.s.;University College of International and Public Relations, Prague;CZ;non-university;Praha;50,071569;14,370732;732
Západomoravská vysoká škola Třebíč, o.p.s.;Westmoravian College, Třebíč;CZ;non-university;Třebíc;49,21763;15,874272;7
Academia Rerum Civilium - Vysoká škola politických a společenských věd, s.r.o.;Academia Rerum Civilium – School of Political and Social Sciences, Kolín;CZ;non-university;Kutná Hora;49,946996;15,263527;285
Vysoká škola evropských a regionálních studií, o.p.s.;College of European and Regional Studies;CZ;non-university;České Budejovice;48,972313;14,479641;351
Vysoká škola regionálního rozvoje, s.r.o.;College of Regional Development;CZ;non-university;Praha;50,071537;14,308471;1294
Filmová akademi Miroslava Ondříčka v Písku, o.p.s.;Film Academy of Miroslav Ondříček in Písek;CZ;non-university;Písek;49,300452;14,143919;128
Vysoká škola tělesné výchovy a sportu Palestra, s.r.o.;College of Physical Education and Sport Palestra;CZ;non-university;Praha;50,129563;14,549398;529
NEWTON College, a.s.;NEWTON College;CZ;non-university;Brno;49,195715;16,608199;873
Vysoká škola logistiky, o.p.s.;College of Logistics;CZ;non-university;Prerov;49,452506;17,449342;733
